date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:51:31	25959/25959	---MCZ	200	added ('OK')	text/html	etag:W/%221ce2cd69d879add8668aaeb555d00620%22	https://zelio-html-demo.vercel.app/docs	D:/portfolio%202/zelio-html-demo.vercel.app/docs	(from https://zelio-html-demo.vercel.app/)
09:51:32	120153/120153	---M--	200	added ('OK')	image/png	etag:%22170303b50d133a744e188ab1b7b40843%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/img-1.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/img-1.png	(from https://zelio-html-demo.vercel.app/)
09:51:32	2253/2253	---M--	200	added ('OK')	image/png	etag:%220f397384e13723b55f247fc7f7a3a5cf%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/background.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/background.png	(from https://zelio-html-demo.vercel.app/)
09:51:32	122/122	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2031%20Oct%202024%2016:51:36%20GMT	https://zelio-html-demo.vercel.app/index-1.html	D:/portfolio%202/zelio-html-demo.vercel.app/index-1.f.delayed	(from https://zelio-html-demo.vercel.app/)
09:51:33	68964/68964	---MCZ	200	added ('OK')	text/html	etag:W/%22cfb8d4cfc98474dafe7c3c99a2132eee%22	https://zelio-html-demo.vercel.app/index-1	D:/portfolio%202/zelio-html-demo.vercel.app/index-1	(from https://zelio-html-demo.vercel.app/)
09:51:33	84241/84241	---M--	200	added ('OK')	image/png	etag:%221fbe8793c0c85eb72b0d1b0521d0d6c9%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/home-1.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/home-1.png	(from https://zelio-html-demo.vercel.app/)
09:51:34	122/122	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2031%20Oct%202024%2016:51:38%20GMT	https://zelio-html-demo.vercel.app/index-2.html	D:/portfolio%202/zelio-html-demo.vercel.app/index-2.12.delayed	(from https://zelio-html-demo.vercel.app/)
09:51:35	131026/131026	---MCZ	200	added ('OK')	text/html	etag:W/%22372bddf3e15ff6c1ae91b325f01a89ba%22	https://zelio-html-demo.vercel.app/index-2	D:/portfolio%202/zelio-html-demo.vercel.app/index-2	(from https://zelio-html-demo.vercel.app/)
09:51:35	82204/82204	---M--	200	added ('OK')	image/png	etag:%22b79e50e9f0443cb746c68a1b2f612e11%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/home-2.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/home-2.png	(from https://zelio-html-demo.vercel.app/)
09:51:36	122/122	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2031%20Oct%202024%2016:51:39%20GMT	https://zelio-html-demo.vercel.app/index-3.html	D:/portfolio%202/zelio-html-demo.vercel.app/index-3.15.delayed	(from https://zelio-html-demo.vercel.app/)
09:51:36	53465/53465	---MCZ	200	added ('OK')	text/html	etag:W/%22601234ab2f7124ba44abdaedbad4070f%22	https://zelio-html-demo.vercel.app/index-3	D:/portfolio%202/zelio-html-demo.vercel.app/index-3	(from https://zelio-html-demo.vercel.app/)
09:51:37	58045/58045	---M--	200	added ('OK')	image/png	etag:%22b0a394186a9edd5eccff66857b70d838%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/home-3.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/home-3.png	(from https://zelio-html-demo.vercel.app/)
09:51:37	695/695	---M--	200	added ('OK')	image/png	etag:%22f6f2b8d7dda4635aaaa2bc4722c8b9f9%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-1.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-1.png	(from https://zelio-html-demo.vercel.app/)
09:51:38	2048/2048	---M--	200	added ('OK')	image/png	etag:%2206e7dfed66963e8bcab8e94ce1a60ef6%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-2.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-2.png	(from https://zelio-html-demo.vercel.app/)
09:51:38	1164/1164	---M--	200	added ('OK')	image/png	etag:%22188c9820638a403f0585034cbb38f757%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-3.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-3.png	(from https://zelio-html-demo.vercel.app/)
09:51:39	556/556	---M--	200	added ('OK')	image/png	etag:%2287a10fa5d47d269ef3ec2ecc0cf22ec1%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-4.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-4.png	(from https://zelio-html-demo.vercel.app/)
09:51:39	674/674	---M--	200	added ('OK')	image/png	etag:%22cd331ea6daeec04aafb10e0faab2a1fd%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-5.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-5.png	(from https://zelio-html-demo.vercel.app/)
09:51:40	831/831	---M--	200	added ('OK')	image/png	etag:%22f57dad34c0ee780b8ea5c49565dfcc8c%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-6.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-6.png	(from https://zelio-html-demo.vercel.app/)
09:51:40	1619/1619	---M--	200	added ('OK')	image/png	etag:%2285950a9d3eb80070d15b3ee628a56298%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-7.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-7.png	(from https://zelio-html-demo.vercel.app/)
09:51:41	755/755	---M--	200	added ('OK')	image/png	etag:%22602a7feaf9e2c8b9f894311b5f228ab3%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-8.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-8.png	(from https://zelio-html-demo.vercel.app/)
09:51:41	6352/6352	---M--	200	added ('OK')	image/png	etag:%229d5add6fb7b39ee2cb98792c08ee0cf8%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-9.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-9.png	(from https://zelio-html-demo.vercel.app/)
09:51:42	1622/1622	---M--	200	added ('OK')	image/png	etag:%229118cb30f1d54c65847cb0c5c55f8e2c%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-10.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-10.png	(from https://zelio-html-demo.vercel.app/)
09:51:42	603/603	---M--	200	added ('OK')	image/png	etag:%2229e9d8a7f16c752d3c1bdc167d33d588%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-11.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-11.png	(from https://zelio-html-demo.vercel.app/)
09:51:43	601/601	---M--	200	added ('OK')	image/png	etag:%22e734b02d8677a7a1f15ea035dd5b6462%22	https://zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-12.png	D:/portfolio%202/zelio-html-demo.vercel.app/assets/imgs/landing-page/icon-12.png	(from https://zelio-html-demo.vercel.app/)
09:51:43	87533/87533	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c872dbe60f4ba70fb85356113d8b35e%22	https://zelio-html-demo.vercel.app/assets/js/vendors/jquery-3.7.1.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/jquery-3.7.1.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:44	80663/80663	---MCZ	200	added ('OK')	application/javascript	etag:W/%226baf57f25796c332144ed58a2a0cd9ee%22	https://zelio-html-demo.vercel.app/assets/js/vendors/bootstrap.bundle.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/bootstrap.bundle.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:45	150121/150121	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642a970ebbcdcbbbdf66eeda57ad6733%22	https://zelio-html-demo.vercel.app/assets/js/vendors/swiper-bundle.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/swiper-bundle.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:45	13799/13799	---MCZ	200	added ('OK')	application/javascript	etag:W/%229d99c11c868da69d8ff44b2d63204a20%22	https://zelio-html-demo.vercel.app/assets/js/vendors/aos.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/aos.js	(from https://zelio-html-demo.vercel.app/)
09:51:46	8415/8415	---MCZ	200	added ('OK')	application/javascript	etag:W/%2236050285bfeeb7395752f0f9bbc08273%22	https://zelio-html-demo.vercel.app/assets/js/vendors/wow.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/wow.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:46	3397/3397	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268202e28deea0c90115f3247b13846a7%22	https://zelio-html-demo.vercel.app/assets/js/vendors/smart-stick-nav.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/smart-stick-nav.js	(from https://zelio-html-demo.vercel.app/)
09:51:47	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ba6cf724c8bb1cf5b084e79ff230626e%22	https://zelio-html-demo.vercel.app/assets/js/vendors/jquery.magnific-popup.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/jquery.magnific-popup.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:47	71516/71516	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d5c389d20f5d41aa5bd3e70f8641493%22	https://zelio-html-demo.vercel.app/assets/js/vendors/gsap.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/gsap.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:48	5388/5388	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b5a148b45df1e1fa221e7822378e9284%22	https://zelio-html-demo.vercel.app/assets/js/vendors/imagesloaded.pkgd.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/imagesloaded.pkgd.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:48	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%222afcff647ed260006faa71c8e779e8d4%22	https://zelio-html-demo.vercel.app/assets/js/vendors/isotope.pkgd.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/isotope.pkgd.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:49	42399/42399	---MCZ	200	added ('OK')	application/javascript	etag:W/%225170657c93c6774a0e2820942d57c7e0%22	https://zelio-html-demo.vercel.app/assets/js/vendors/ScrollTrigger.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/ScrollTrigger.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:49	5894/5894	---MCZ	200	added ('OK')	application/javascript	etag:W/%227c9b25390f95011a547b237722669dcf%22	https://zelio-html-demo.vercel.app/assets/js/vendors/jquery.carouselTicker.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/jquery.carouselTicker.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:50	12145/12145	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc259ded1a84fccde97eed25b0f36fd7%22	https://zelio-html-demo.vercel.app/assets/js/vendors/jquery.odometer.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/jquery.odometer.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:50	4273/4273	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638410d8bb7fb16e34e13965914f2e44%22	https://zelio-html-demo.vercel.app/assets/js/vendors/jquery.appear.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/jquery.appear.js	(from https://zelio-html-demo.vercel.app/)
09:51:51	15334/15334	---MCZ	200	added ('OK')	application/javascript	etag:W/%2246f95cc42a5a401394ecbeb494505bc9%22	https://zelio-html-demo.vercel.app/assets/js/vendors/gsap-custom.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/gsap-custom.js	(from https://zelio-html-demo.vercel.app/)
09:51:51	6637/6637	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c403a77d14cef8c0afe7afd49a7bb1e%22	https://zelio-html-demo.vercel.app/assets/js/imageRevealHover.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/imageRevealHover.js	(from https://zelio-html-demo.vercel.app/)
09:51:52	4259/4259	---MCZ	200	added ('OK')	application/javascript	etag:W/%22db7402e5d62909a12d8088c4f8a22f15%22	https://zelio-html-demo.vercel.app/assets/js/vendors/aat.min.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/vendors/aat.min.js	(from https://zelio-html-demo.vercel.app/)
09:51:53	16348/16348	---MCZ	200	added ('OK')	application/javascript	etag:W/%2295780cc9992203498ea4d24fd9ff2684%22	https://zelio-html-demo.vercel.app/assets/js/main.js	D:/portfolio%202/zelio-html-demo.vercel.app/assets/js/main.js	(from https://zelio-html-demo.vercel.app/)
09:51:53	532732/532732	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222959a23dda6fc65dea95feda4a2d7f09%22	https://zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon.eot?t=1718271040674	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon0c93.eot	(from https://zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon.css)
09:51:54	165440/165440	---M--	200	added ('OK')	font/woff2	etag:%22868ebc06597095c5833459a99ec73a46%22	https://zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon.woff2?t=1718271040674	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon0c93.woff2	(from https://zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon.css)
09:51:54	227384/227384	---M--	200	added ('OK')	font/woff	etag:%223be39a0cfb3aec47ae51addd44b970c2%22	https://zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon.woff?t=1718271040674	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon0c93.woff	(from https://zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon.css)
09:51:55	532560/532560	---MCZ	200	added ('OK')	font/ttf	etag:W/%22fb428713523d565b967ffa4c1267d027%22	https://zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon.ttf?t=1718271040674	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon0c93.ttf	(from https://zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon.css)
09:51:56	2496056/2496056	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fc3a06817e23aacaf4fdbc8388cd063d%22	https://zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon.svg?t=1718271040674	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon0c93.svg	(from https://zelio-html-demo.vercel.app/assets/fonts/remixicon/remixicon.css)
09:51:56	22800/22800	---M--	200	added ('OK')	font/woff2	etag:%225481680cc24e1e83b5c9d3b7a5501a22%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Light.woff2	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Light.woff2	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:51:56	29276/29276	---M--	200	added ('OK')	font/woff	etag:%22d27d9203eb87ffbd40a6940b086e9afc%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Light.woff	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Light.woff	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:51:57	71684/71684	---MCZ	200	added ('OK')	font/ttf	etag:W/%2202d43df8e0b9f0acb1d1c6b40aaa5b7e%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Light.ttf	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Light.ttf	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:51:57	23408/23408	---M--	200	added ('OK')	font/woff2	etag:%22e13da56de99251d8544a3eb74b798b2a%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-LightItalic.woff2	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-LightItalic.woff2	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:51:58	30336/30336	---M--	200	added ('OK')	font/woff	etag:%22584ec39d7f98211c07c7db79b1b028b1%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-LightItalic.woff	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-LightItalic.woff	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:51:58	75400/75400	---MCZ	200	added ('OK')	font/ttf	etag:W/%22055ba8c42d30b81454e272acebb74cab%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-LightItalic.ttf	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-LightItalic.ttf	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:51:59	25516/25516	---M--	200	added ('OK')	font/woff2	etag:%2271a6023c087c936859024eb16ec7a519%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Regular.woff2	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Regular.woff2	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:51:59	33024/33024	---M--	200	added ('OK')	font/woff	etag:%223adf562e446a18d90ba98f72ea08601c%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Regular.woff	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Regular.woff	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:00	73476/73476	---MCZ	200	added ('OK')	font/ttf	etag:W/%224da5359f3f975b25249e8cfcf142f39e%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Regular.ttf	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Regular.ttf	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:00	26456/26456	---M--	200	added ('OK')	font/woff2	etag:%227e048c3007f86b11219b9ab2cfd1203c%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Italic.woff2	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Italic.woff2	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:01	34336/34336	---M--	200	added ('OK')	font/woff	etag:%22993e96e16010788cca45739a47143066%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Italic.woff	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Italic.woff	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:01	76604/76604	---MCZ	200	added ('OK')	font/ttf	etag:W/%22002093bee822f0b3287ad4bad21e2a9f%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Italic.ttf	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Italic.ttf	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:02	25596/25596	---M--	200	added ('OK')	font/woff2	etag:%22cd790237ed63c56b30aa8fb9d99a7563%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Medium.woff2	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Medium.woff2	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:02	33272/33272	---M--	200	added ('OK')	font/woff	etag:%223f3ea9424062d955ceee8e0fc2b15d70%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Medium.woff	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Medium.woff	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:03	73756/73756	---MCZ	200	added ('OK')	font/ttf	etag:W/%227bec814954d059a7e7dae047285eedbc%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Medium.ttf	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Medium.ttf	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:03	26696/26696	---M--	200	added ('OK')	font/woff2	etag:%223d53a7c37f5572f4d335d9b8f668d331%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-MediumItalic.woff2	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-MediumItalic.woff2	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:04	34576/34576	---M--	200	added ('OK')	font/woff	etag:%226b31d60796818f0cdac5d25f0062331a%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-MediumItalic.woff	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-MediumItalic.woff	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:04	76696/76696	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d7e82ee45e48a2a617efa87155b6dc9f%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-MediumItalic.ttf	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-MediumItalic.ttf	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:05	25328/25328	---M--	200	added ('OK')	font/woff2	etag:%22d4db658f4dd63bc2d0d84f325a341e29%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Bold.woff2	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Bold.woff2	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
09:52:06	32972/32972	---M--	200	added ('OK')	font/woff	etag:%22fc3b9a8724a46bc0439e8aedffbed4e0%22	https://zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Bold.woff	D:/portfolio%202/zelio-html-demo.vercel.app/assets/fonts/satoshi/fonts/Satoshi-Bold.woff	(from https://zelio-html-demo.vercel.app/assets/fonts/satoshi/satoshi.css)
